"ID","LIMIT_BAL","SEX","EDUCATION","MARRIAGE","AGE","PAY_0","PAY_2","PAY_3","PAY_4","PAY_5","PAY_6","BILL_AMT1","BILL_AMT2","BILL_AMT3","BILL_AMT4","BILL_AMT5","BILL_AMT6","PAY_AMT1","PAY_AMT2","PAY_AMT3","PAY_AMT4","PAY_AMT5","PAY_AMT6","default.payment.next.month"
7989,2e+05,4,4,4,27,-4,-4,-4,-4,-4,-4,264,264,264,264,264,264,264,264,264,264,264,0,0
7990,180000,4,1,4,43,-4,-4,-4,-4,-4,-4,0,0,0,5436,100,9330,0,0,5436,100,9330,0,0
7991,50000,1,3,4,54,0,0,0,0,0,0,48946,98823,50031,20413,18336,18405,2047,3167,684,664,1000,1000,0
7994,80000,4,3,1,38,-1,-1,-1,0,0,-4,330,0,330,330,0,0,0,660,0,0,0,0,0
7993,50000,4,4,4,23,4,4,4,3,4,4,31805,32988,34935,34076,34685,33976,2000,2800,0,1300,0,3700,1
7994,270000,4,3,1,30,-1,-1,-4,-4,-1,-1,3844,3934,0,0,3353,764,3934,0,0,3353,764,35534,0
7995,1e+05,4,4,4,23,-1,-1,-1,-1,-1,-1,694,650,687,620,0,627,656,687,620,0,627,3620,1
7996,170000,4,4,4,38,0,0,0,0,0,0,151050,148364,142223,126060,123978,120689,6000,5014,5000,5000,5000,5000,0
7997,30000,1,1,1,30,0,0,0,0,0,0,10024,12855,14634,16378,16961,19669,3000,2000,2000,1000,3000,1000,0
7998,230000,4,4,4,38,0,0,0,0,0,0,104364,106549,108719,111039,113365,115625,3867,3941,4123,4267,4300,4084,0
7999,2e+05,4,1,1,34,-1,-1,-1,-1,-1,-1,7448,5471,4506,10067,9273,2931,5473,4506,10137,9521,2931,10381,0
8000,130000,1,1,4,36,0,0,0,0,-4,-4,127790,128274,6230,0,0,0,6000,1400,0,0,0,0,1
8001,30000,1,4,1,64,0,0,0,-4,-4,-4,11188,2990,0,0,0,0,1000,0,0,0,0,0,0
8004,140000,4,4,1,26,0,0,0,0,0,0,41547,40925,36775,35877,34814,33899,2000,1800,1300,1400,1400,1000,0
8003,490000,1,1,1,43,-1,-1,-1,-1,-1,-1,25916,14187,56573,81414,62063,14124,14187,56717,81414,62063,14124,25417,0
8004,160000,1,4,4,30,0,-1,-1,0,-1,-1,2720,1280,5850,150,1240,0,1280,5850,0,1240,0,0,0
8005,180000,1,4,1,44,0,0,0,0,0,0,27884,28958,29864,30634,31274,32144,1526,1434,1200,1074,1326,704,1
8006,260000,4,4,1,34,0,0,0,0,0,0,243744,237204,238314,219634,186841,189010,8017,8117,14044,5410,5855,5254,0
8007,80000,4,4,4,27,0,0,0,0,0,0,73684,68883,45257,45981,46034,46194,2896,1724,1619,1665,1700,1833,1
8008,360000,4,1,4,29,-1,-1,-1,0,0,0,357,3050,9118,19183,36844,10621,3050,9118,11000,30000,428,3166,1
8009,20000,4,1,4,25,-1,-1,-1,-1,-1,-4,2650,0,855,640,0,0,0,855,640,0,0,2744,0
8010,20000,1,1,4,28,0,0,0,-4,-4,-4,19849,20650,0,0,0,0,1650,0,0,0,0,0,0
8011,80000,4,3,1,28,0,0,0,0,0,0,75903,34137,32390,32651,32170,31493,2014,1705,2000,2000,3000,3000,0
8014,5e+05,1,1,4,34,0,-1,0,0,0,-1,18290,25287,24385,18168,4469,27796,25287,1037,363,89,27796,8000,0
8013,160000,1,1,1,55,0,0,0,0,0,0,152164,154715,155026,79051,81089,-311,6500,4270,2518,2994,0,0,0
8014,20000,4,1,4,24,0,0,0,0,0,0,12404,13694,14768,15518,16265,16706,1500,1300,1000,1000,711,1000,0
8015,330000,4,1,1,36,-1,-1,-1,-1,-1,-1,399,26,519,454,457,0,26,707,454,457,0,0,0
8016,80000,4,1,4,26,0,0,4,4,4,4,38174,40550,41577,41595,43264,43404,3000,2000,1000,2500,1000,2000,1
8017,220000,1,4,1,40,4,0,0,0,0,0,206473,208464,175407,175170,174726,175057,8027,6218,6220,6316,6504,6504,0
8018,230000,4,4,4,28,0,0,4,4,4,4,185399,198941,201358,204067,200720,212403,18150,7200,7500,0,15079,8000,0
8019,90000,4,4,4,25,0,0,0,0,0,0,81694,78656,78054,78116,75483,72821,3609,5000,4000,3315,7539,5000,0
8020,3e+05,1,3,1,61,-1,-1,-4,-1,4,4,274750,0,0,411,261,8561,0,0,411,0,8300,0,1
8021,30000,4,4,1,45,0,0,0,0,0,0,30488,30900,30480,31124,29333,30177,1600,1500,1100,1053,1320,967,1
8024,80000,4,4,1,40,4,4,4,4,0,0,78610,80666,82713,80838,49575,48354,3900,4000,0,1920,1800,1800,1
8023,60000,1,1,4,27,0,0,0,-4,-4,-4,10908,13331,0,0,0,0,8331,0,0,0,0,3860,0
8024,360000,1,5,1,31,0,0,0,0,0,0,275178,280535,82455,83359,85171,87046,7500,3500,2500,2500,2600,3000,0
8025,360000,1,1,4,27,-1,4,-1,-1,-1,-1,1809,400,2420,2540,0,346,0,2420,2540,0,346,604,0
8026,30000,4,4,4,23,0,0,0,4,0,0,10805,10527,12443,11949,12107,12907,1184,2100,0,500,1000,0,0
8027,190000,1,3,1,50,0,0,0,4,0,0,106410,108770,115325,112063,114484,121179,5491,9800,0,4300,8700,4500,0
8028,130000,4,4,1,45,0,0,0,0,0,4,128671,129901,127658,127364,128726,129081,7000,4710,4500,9400,3600,5500,0
8029,110000,4,1,4,34,0,0,0,0,0,0,110714,110988,98270,79404,80804,81024,4114,3648,2800,3100,3133,2800,0
8030,350000,4,4,1,46,-1,-1,-1,-1,-1,-1,13000,13576,15059,13000,25300,626,13576,15059,13000,25300,626,0,0
8031,50000,4,3,1,54,0,0,0,0,0,0,41140,41599,32533,23156,23784,24386,1500,1500,1000,1000,1000,1000,0
8034,130000,4,4,3,38,-1,-1,-1,0,0,-1,780,0,11836,7216,8826,390,0,11836,2000,2000,390,390,0
8033,50000,1,1,4,29,-1,4,4,4,4,0,53746,51631,50880,51034,46154,42854,0,5160,1753,0,1508,5000,1
8034,50000,1,4,4,25,0,0,-1,0,0,-1,27206,0,14805,14699,14999,497,0,14805,294,300,498,1003,0
8035,380000,4,4,4,31,0,0,0,0,0,0,200934,190991,175028,162699,138158,135920,10000,10000,5849,4570,5447,120000,0
8036,260000,4,1,4,30,0,0,0,0,0,0,162241,137320,126479,110217,102703,84519,5045,8016,5000,4000,4014,3000,0
8037,140000,4,4,4,28,-4,-4,-4,-4,-4,-4,-176,-176,-176,-176,-176,-176,0,0,0,0,0,654,0
8038,270000,4,1,4,36,-1,-1,-1,-1,-1,-1,3458,3833,9791,10534,6559,500,3833,9791,10534,6559,500,961,0
8039,30000,4,4,1,33,0,0,0,0,0,0,30147,28789,29885,30188,21647,22087,1554,1650,950,800,800,500,0
8040,240000,1,1,4,35,1,-4,-4,-4,-4,-4,220,0,0,0,0,0,0,0,0,0,0,0,0
8041,70000,1,3,4,34,0,0,0,0,0,0,65460,65721,45494,45484,46371,47603,2354,2030,1800,2000,2000,2000,1
8044,120000,1,1,1,50,4,4,4,0,0,4,38565,39997,39211,39917,42268,43194,2200,0,1500,3000,1600,1500,1
8043,160000,4,4,4,44,4,4,0,0,0,0,152630,95758,97251,98010,99669,101664,0,4385,3639,3764,3800,3897,1
8044,170000,1,3,4,36,-1,-1,-1,0,0,-1,396,5596,6953,16157,28856,4941,5596,6953,10000,15000,4941,22114,1
8045,380000,4,1,4,31,0,0,0,0,0,0,331697,332339,322995,314161,327945,289814,15000,15000,20019,20000,9934,9330,0
8046,160000,4,4,1,26,1,4,0,0,0,0,75628,72717,74651,70403,71890,73893,0,3211,2505,2614,3500,5000,0
8047,30000,1,4,4,39,4,3,4,4,4,3,27000,26286,26556,26818,29425,28664,0,1000,1000,3200,0,0,0
8048,260000,4,1,1,40,-4,-4,-4,-4,-4,-4,2095,781,3985,944,-18,3739,785,4004,946,0,3757,6119,0
8049,70000,1,4,4,41,4,4,4,3,3,4,34751,37683,40265,42306,41354,44344,3500,3500,3000,0,4000,2000,1
8050,240000,1,4,1,39,-1,-1,-1,-1,-1,-1,5357,4397,11204,3403,2223,1761,4437,11237,4293,2229,1766,591,0
8051,170000,4,4,1,43,0,-1,-1,-1,-1,-1,20699,11614,11487,14716,8174,8244,11614,11487,14743,8174,8244,13733,0
8054,30000,1,4,1,36,1,4,3,4,4,4,28083,27371,26645,25919,27535,28197,0,0,0,2038,1268,0,0
8053,90000,1,3,4,34,0,0,0,-1,-1,-4,87184,82741,68883,265,-613,-613,3045,1497,265,0,0,31000,0
8054,250000,1,4,4,25,4,0,0,0,0,0,28681,30615,33726,36823,34829,23994,3000,4000,4000,5000,4000,2000,0
8055,270000,4,4,4,25,0,0,0,0,0,0,23579,24613,25617,25434,25966,26486,1419,1423,910,944,951,1000,0
8056,130000,4,4,4,24,-4,-4,-4,-4,-4,-4,986,-14,4388,0,0,1109,0,4404,0,0,1109,4200,1
8057,360000,1,1,1,43,-1,4,-1,-1,-1,-1,20310,6588,11627,35765,9681,3004,34,12085,41879,10053,4016,505,0
8058,490000,1,1,1,35,0,0,0,0,0,0,23396,19454,17195,15691,14466,13908,1207,1107,507,1507,1500,3615,0
8059,110000,4,4,1,31,0,0,0,0,0,0,79126,76304,77783,79323,80563,78669,2784,2761,2770,2900,3000,2568,0
8060,1e+05,1,4,4,27,-4,-4,-4,-4,-4,-4,33628,35760,0,33333,0,0,36066,156,33333,0,0,0,0
8061,2e+05,1,3,1,28,-1,-1,-1,-1,-1,-4,1793,5189,8627,1530,-200,-200,5191,9003,1530,0,0,980,0
8064,50000,4,4,4,24,0,0,0,0,0,0,51261,51493,50136,20287,20281,20027,2600,2000,730,800,900,750,0
8063,220000,1,4,4,30,-1,0,0,-4,-4,-4,2501,2071,0,0,0,0,1000,0,0,0,0,0,0
8064,360000,1,3,4,41,4,-1,0,0,0,0,218,7024,9744,89215,98256,99145,7024,3001,80000,10500,5000,10000,0
8065,20000,4,4,1,51,-1,-1,-4,-4,-4,-4,10400,0,0,0,0,0,0,0,2000,0,0,0,0
8066,70000,4,4,1,44,0,0,0,0,0,0,79867,79593,29340,28026,28605,28705,2163,2000,2000,1000,5000,324,0
8067,180000,4,4,4,29,0,0,0,0,0,0,122024,123228,120339,122743,124893,126390,4500,4300,4200,4487,4087,3700,0
8068,50000,1,4,4,34,0,0,0,0,4,4,48934,25276,18588,19994,20258,19783,1604,1320,1718,729,0,397,0
8069,140000,4,1,4,28,0,-1,0,0,0,0,5845,10324,12830,13317,14936,18504,10324,5000,1000,2000,4000,4000,0
8070,220000,1,4,1,47,-4,-4,-4,-4,-4,-4,7625,8325,1497,0,0,7625,8334,1497,0,0,7625,2226,0
8071,150000,4,4,4,50,-1,-1,-1,-1,-1,-4,7890,8958,780,7500,0,0,8958,780,7500,0,0,0,0
8074,30000,1,4,4,33,0,-1,0,0,0,0,29574,26663,27731,56359,28847,13030,28000,2336,2000,2546,1000,0,0
8073,3e+05,4,4,1,34,0,0,0,0,-4,-4,170379,142384,72350,0,0,0,6600,3750,0,0,0,0,0
8074,420000,1,1,1,36,-1,4,-1,-1,-1,-1,860,430,2010,6058,160,580,0,2010,6058,160,1000,430,0
8075,80000,4,4,4,30,0,0,0,4,0,0,35738,37108,41014,40054,41110,42071,1946,4850,0,1700,1800,1800,0
8076,1e+05,4,3,4,46,1,-1,4,4,-1,0,0,203,203,0,7856,16544,203,0,0,7856,10000,865,0
8077,120000,4,4,4,25,1,-4,-4,-4,-4,-4,0,0,0,0,0,0,0,0,0,0,0,997,1
8078,230000,4,1,4,38,0,0,0,0,0,0,25195,28654,32838,35511,26828,19887,10000,15000,6120,10000,6000,4000,0
8079,2e+05,4,4,1,28,-1,-1,-1,0,-1,-1,2816,316,634,316,316,316,316,634,0,316,316,316,0
8080,2e+05,1,1,4,29,-1,-1,-1,0,0,-1,389,389,1167,778,389,389,390,1168,1,1,390,778,0
8081,230000,1,3,1,30,0,0,0,0,0,0,105105,51584,44005,35161,24985,25176,2068,1894,1466,1018,1136,503,0
8084,2e+05,1,4,4,27,-1,0,0,-4,-4,-4,131791,17666,0,0,0,0,2000,0,0,0,0,0,0
8083,50000,1,3,1,65,1,4,4,4,4,4,11763,11283,13288,12780,13524,13155,0,2200,0,1100,0,1200,1
8084,220000,1,1,1,36,-1,-1,-1,-1,0,-1,16783,4861,2267,1350,925,11597,4880,2267,1350,0,11597,178577,0
8085,90000,1,3,4,27,4,4,4,4,0,0,90221,91898,91334,59253,58519,58443,4000,2090,0,2078,2900,2000,1
8086,5e+05,1,4,4,35,0,0,0,0,0,0,207237,224007,275615,220088,216484,136086,20001,30168,6024,6375,5005,5000,0
8087,130000,4,1,4,29,-1,-1,-4,-4,-4,-4,2139,0,0,0,0,0,0,0,0,0,0,0,0
8088,210000,1,4,1,37,0,0,0,0,0,0,85327,85263,48645,50826,52346,53819,2500,3000,3000,2500,2500,2000,0
8089,2e+05,4,1,4,30,-1,-1,0,0,0,0,1674,7398,6867,7477,7234,6444,7398,1000,1000,145,276,780,0
8090,20000,1,1,4,24,4,4,4,4,4,4,1891,5680,5441,6346,6099,7235,4000,0,1000,0,1237,1000,1
8091,410000,4,1,1,38,4,4,4,0,0,0,180924,184241,176857,175193,165929,114527,7670,4,5561,5434,4546,5191,1
8094,290000,4,1,1,35,1,-4,-4,-4,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0
8093,270000,4,4,4,26,0,0,0,0,0,0,84188,82668,74901,72785,71836,55234,5000,3200,3000,5000,5234,3000,0
8094,90000,4,1,4,27,0,0,0,0,0,0,14421,18846,22509,24129,24815,27725,5000,4000,2000,1075,3500,3000,1
8095,30000,4,1,4,27,0,0,0,0,0,0,26135,27407,29004,26806,25948,22164,2000,2500,1500,1000,2000,3000,0
8096,360000,4,1,4,28,-1,-1,-1,-1,-1,-1,26349,1245,2043,265,265,5864,4045,2043,265,265,5864,1907,0
8097,240000,1,1,1,30,0,0,0,0,0,0,240770,243509,228735,198585,202764,202934,9000,8009,7100,7324,7200,7074,0
8098,180000,4,4,4,23,0,0,0,0,0,0,180636,157396,160925,132314,80984,42564,20000,20000,10130,3000,4000,84000,0
8099,50000,4,4,1,24,-4,-4,-4,-4,-4,-4,900,0,0,0,0,0,0,0,0,0,0,0,0
8100,50000,4,4,4,47,0,0,0,0,0,0,50883,51117,51125,50497,50544,50555,2200,5300,2000,2000,2000,2000,1
8101,1e+05,1,4,4,30,0,0,0,0,0,0,83314,58651,37913,38584,39408,40593,2900,2000,1600,1600,2000,1700,0
8104,50000,1,4,4,39,0,0,0,0,0,0,47378,48333,48638,49207,49599,50594,2105,1800,1735,1938,1960,2000,0
8103,360000,1,1,1,48,0,0,0,0,0,0,167924,159433,126114,18258,6989,7691,6206,10030,1061,1011,3016,189853,0
8104,550000,4,5,4,54,-4,-4,-4,-4,-4,-4,277376,266534,256321,19753,464,8199,6001,6016,19753,464,8199,0,0
8105,260000,4,4,1,39,4,0,0,4,4,4,136007,139215,146127,143637,154531,147016,5400,9500,0,12766,0,0,1
8106,5e+05,4,1,1,34,-4,-4,-1,4,4,-4,0,0,3500,3500,0,0,0,3500,0,0,0,0,1
8107,130000,1,1,4,27,-1,-1,-4,-4,-4,-4,1960,0,0,0,0,0,0,0,0,0,0,0,0
8108,30000,1,4,4,39,0,0,0,0,0,0,28708,28285,26704,20115,18426,18013,1514,1278,671,870,879,0,0
8109,160000,4,1,4,40,1,-4,-4,-4,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0
8110,420000,4,4,1,40,-4,-4,-4,-4,-4,-1,3976,2894,2890,3391,2409,4270,2916,7898,3401,2416,4281,3785,1
8111,50000,4,3,1,24,4,4,4,4,4,4,40189,43434,44316,45189,46214,48904,3900,1900,1900,1900,3600,0,0
8114,30000,4,1,4,36,1,4,0,0,0,0,25747,25048,26060,26578,27133,27783,0,1433,951,983,1099,750,1
8113,50000,4,4,4,34,0,0,4,0,0,0,40253,40757,33924,30097,29013,28167,5806,6,1000,1000,1200,1100,0
8114,160000,4,1,1,39,1,-1,4,4,-4,-4,-5,776,186,0,0,0,781,0,0,0,0,0,1
8115,120000,4,4,4,26,3,3,4,4,3,4,12034,12548,12056,13958,13468,6144,1000,0,2400,100,0,57258,0
8116,50000,4,1,4,28,0,0,0,0,0,0,46471,43507,44016,43396,41470,48676,1807,2016,1796,1570,10000,1778,0
8117,130000,1,4,4,44,0,0,0,-4,-4,-4,130888,133400,0,0,0,0,6000,0,0,0,0,0,0
8118,150000,1,1,4,44,4,0,0,0,0,0,143896,147475,75423,70034,44311,20056,6484,3440,2046,4311,5056,1169,1
8119,450000,1,1,1,48,-1,4,-1,-1,-1,-1,5514,1509,949,575,3489,0,0,949,575,4929,0,0,1
8120,150000,1,1,1,29,-1,-1,-1,0,0,-4,46745,20853,90787,11234,0,0,20995,91269,56,0,0,0,0
8121,90000,4,4,4,53,0,0,0,-4,-4,-1,30045,30000,0,0,0,439,1000,0,0,0,439,20959,0
8124,130000,1,1,4,28,0,0,0,0,0,-4,92174,93991,54735,31684,0,0,4086,2635,1700,0,0,0,0
8123,130000,1,4,4,30,0,0,0,0,0,4,131801,129141,132221,131743,131986,131430,4800,5250,5050,5700,5100,5014,0
8124,390000,4,4,1,41,-4,-1,0,0,0,0,3983,25146,197534,179690,170173,164339,25146,185059,9137,6513,5058,6000,0
8125,2e+05,1,4,4,29,4,4,4,4,4,4,2500,2500,2500,2500,2500,2500,0,0,0,0,0,0,1
8126,3e+05,4,4,1,50,0,0,0,0,0,0,23436,22055,18497,8426,11291,14449,1350,2008,301,3000,5000,5000,0
8127,140000,4,4,1,44,0,0,0,0,0,0,19080,18807,18624,19654,23477,22330,4344,4548,3760,5854,3039,3866,0
8128,2e+05,4,1,4,35,-1,-1,-1,-1,-1,-1,909,2708,3514,2297,928,0,2711,3514,2297,928,0,2308,0
8129,30000,1,4,4,30,0,0,0,0,0,0,27020,27985,28784,24084,17060,0,1703,1500,1000,1000,0,0,0
8130,30000,1,3,4,24,4,4,4,0,0,-4,28470,31407,30200,30000,0,0,3407,0,0,0,0,0,0
8131,160000,4,1,4,37,0,0,0,0,0,0,153004,157427,158160,156314,145663,113486,7814,6700,5000,5049,3825,3570,0
8134,210000,4,4,4,37,0,0,0,0,0,0,31090,58054,44624,43339,44245,45125,28008,15000,1554,1605,1615,1698,0
8133,310000,4,4,4,51,-4,-4,-4,-4,-4,-4,107,0,0,235,0,0,0,0,235,0,0,584,0
8134,4e+05,4,4,1,33,0,0,-4,-4,-4,-4,9940,0,11451,101,551,19984,0,11451,104,600,20015,0,0
8135,50000,4,3,1,35,4,4,4,4,0,0,49873,50796,49727,21826,10208,10100,2200,568,0,516,400,300,1
8136,80000,1,4,1,33,0,0,-1,-1,-1,0,28496,16984,1155,-144,57245,49947,1000,1155,0,59000,2061,1390,0
8137,340000,4,1,4,33,-1,-1,-1,-1,-1,-1,594,7104,7796,1653,6185,415,7104,7796,1653,6185,415,2247,0
8138,140000,1,1,4,27,-4,-1,0,0,0,0,25001,138430,135573,98174,93677,95276,141474,8000,5075,4000,4000,5000,0
8139,380000,1,1,1,39,4,0,0,0,0,0,127449,130506,132838,136616,140240,143914,6600,6000,6000,6000,6000,6005,1
8140,50000,4,4,1,34,1,4,4,0,0,4,51046,52337,51170,51526,50524,48510,2400,0,3000,6000,0,2000,1
8141,10000,1,4,4,35,0,0,0,0,0,0,7026,8106,9363,9559,9855,10044,1200,1400,500,600,500,200,0
8144,30000,4,4,4,28,-1,-1,-4,-1,-1,-1,5688,-378,-378,920,5448,0,0,0,1298,5448,0,10000,0
8143,360000,4,1,1,50,-4,-4,-4,-4,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,1
8144,150000,4,4,1,47,-1,-1,-1,-1,-1,4,316,316,316,0,784,316,316,316,0,1098,0,0,0
8145,50000,1,1,4,23,0,0,4,4,0,0,15336,18681,19463,16894,17667,19211,3600,1400,0,1200,2000,1000,0
8146,120000,1,4,3,44,0,0,0,0,0,0,3135,4424,5540,6444,7184,8057,1500,1200,1000,1000,1000,1000,0
8147,250000,4,1,4,35,-4,-4,-4,-4,-4,-4,661,661,268,0,0,0,0,268,0,0,0,0,0
8148,20000,1,1,4,24,0,0,0,0,0,0,13359,14438,15461,16200,16936,17273,1300,1270,1000,1000,619,800,1
8149,30000,4,1,1,30,0,0,4,4,0,0,15199,17728,19129,18527,18758,19285,3100,2000,0,679,837,721,1
8150,260000,1,1,4,27,0,0,0,0,0,0,158711,129796,101721,76699,56738,39134,30000,4134,3410,2600,1800,1200,0
8151,250000,4,1,4,30,0,0,0,0,-1,-1,21550,23934,37329,26339,4836,9655,3500,15054,7885,4836,9655,5000,0
8154,260000,4,4,1,41,-1,-1,-1,-1,-1,-1,2699,3543,500,3540,2957,917,3543,505,3540,2957,917,0,0
8153,150000,4,4,1,35,0,0,0,0,0,0,128278,131715,133625,49019,44801,39744,7000,6000,1800,1600,2000,1700,0
8154,160000,4,4,4,33,-1,-1,-1,0,0,0,11859,0,11354,13014,17388,24140,0,11354,2000,6000,13000,11000,0
8155,80000,1,4,4,30,0,0,0,-4,-4,-4,79813,82150,0,0,0,0,3750,0,0,0,0,0,0
8156,5e+05,4,1,4,38,1,-4,-4,-4,-4,-4,27794,29714,65437,30368,6265,44196,30199,70403,30455,36,45225,35217,0
8157,110000,4,4,4,29,1,4,4,4,4,4,21068,16414,16809,8684,8861,8623,1104,1000,0,604,0,1000,0
8158,1e+05,1,1,4,28,0,0,0,0,0,0,97034,99895,26333,28110,2226,0,5341,7009,1777,2000,0,0,0
8159,360000,4,1,1,35,0,0,0,0,0,0,101953,125238,205209,125984,128161,136447,25238,4385,11939,5681,10447,8010,0
8160,330000,1,4,1,65,-4,-1,-1,-4,-4,-4,0,2500,0,0,0,0,2500,0,0,0,0,0,0
8161,70000,4,3,1,34,0,0,0,4,0,0,10856,10824,13627,10854,12676,14463,2000,3000,0,2000,3000,4000,0
8164,140000,1,1,4,29,-1,-1,4,0,0,-1,1714,2304,978,654,326,1054,2314,0,0,0,1054,654,1
8163,2e+05,1,1,4,31,0,0,0,0,0,0,151819,154914,157776,160520,163878,167874,6000,5769,5411,5603,6367,4500,0
8164,50000,1,4,1,49,4,0,0,0,0,0,47585,47584,21391,21867,19774,20486,2500,1300,2000,700,1000,2600,1
8165,290000,1,1,1,56,0,0,0,0,0,0,222000,226917,415700,232734,220460,224780,10013,8501,15018,10001,7997,7624,0
8166,30000,1,4,1,57,0,0,0,0,0,-1,29204,20564,16341,7593,7828,1366,1400,1000,1000,235,1366,0,0
8167,180000,4,1,4,31,0,0,0,0,0,0,21760,22794,23801,24117,24468,25106,1689,1693,1009,888,1045,1077,0
8168,30000,1,4,1,38,1,4,4,0,-1,-1,16063,17514,16800,16600,11959,12957,2000,0,0,11959,1200,0,0
8169,180000,4,1,1,47,0,0,0,0,0,0,174648,104179,84940,65613,67256,71934,5000,13000,3000,2700,6000,5000,0
8170,240000,1,1,1,39,-1,-1,-1,-1,-1,-1,2688,2688,2688,2688,2688,2688,2688,2688,2688,2688,2688,2688,0
8171,130000,4,5,1,27,0,0,0,0,0,0,133794,127624,129795,122416,124653,126995,5000,5000,5000,5000,5000,4000,0
8174,230000,1,1,1,34,1,-4,-4,-4,-4,-1,0,0,0,0,0,150,0,0,0,0,150,990,1
8173,5e+05,1,1,4,43,0,0,0,-1,-1,-1,504644,512650,0,3887,0,7413,22650,0,3887,0,7413,0,1
8174,360000,1,4,4,33,1,-1,-1,-4,-4,-4,197746,151600,741,-659,-659,-659,156108,741,659,0,0,0,0
8175,50000,1,4,4,23,4,4,0,0,0,0,52156,51041,50205,20218,20263,19864,0,1310,705,750,730,700,1
8176,2e+05,1,1,4,31,-1,-1,-1,0,0,-1,3704,25548,10594,7969,2865,5625,25678,10623,25,16,6000,19,1
8177,230000,1,3,1,45,0,0,0,0,0,0,203135,208225,178559,172774,175057,177113,10000,6528,6000,6500,7000,10000,0
8178,70000,4,4,1,34,3,3,4,4,5,6,31507,33699,35839,37954,39787,41601,3000,3000,3000,3000,3000,0,1
8179,50000,1,4,4,29,4,4,4,4,4,4,39634,40697,41526,42045,42824,43964,2000,1800,1500,1600,2000,1700,1
8180,5e+05,1,1,1,46,-1,-1,-1,-4,-4,-1,10678,6914,813,17280,26164,2518,6944,813,17280,26164,2534,2553,0
8181,140000,1,4,1,28,0,0,0,0,0,0,110384,106389,97978,98857,101264,103524,3729,3539,3538,4000,4097,3631,1
8184,140000,4,4,4,23,-1,-1,-1,0,0,0,396,396,21570,24986,25256,25091,396,21570,4500,1050,1183,6000,0
8183,130000,1,4,4,34,0,0,0,4,0,0,109294,111908,111465,93557,95584,96226,4500,11350,0,3500,4200,3000,1
8184,160000,4,3,1,48,0,0,4,0,0,0,153390,158421,152835,152638,142454,128895,15104,0,6000,5300,4784,4500,0
8185,50000,4,3,4,58,1,-1,4,0,0,0,0,9587,8845,8867,9074,9254,10587,331,317,350,331,500,0
8186,20000,1,3,1,41,0,0,0,4,0,0,13225,13655,14461,13221,12591,12631,1700,2100,0,458,1000,1000,1
8187,360000,4,4,1,44,0,0,0,0,0,0,118368,124934,131328,137605,140729,146194,10000,10000,10000,5500,8000,6000,0
8188,160000,4,4,1,51,0,0,0,4,0,0,67610,69908,78087,75255,78593,59816,4000,10000,0,5000,3000,3000,1
8189,250000,4,1,1,37,-4,-1,4,4,-1,0,0,2886,2325,177,8068,5587,2886,204,0,8068,620,0,0
8190,130000,4,4,4,25,-4,-4,-4,-4,-4,-1,668,1017,1298,550,-286,55138,1200,1300,964,1698,60549,5000,1
8191,190000,1,1,4,36,1,4,4,4,4,4,153364,149484,160000,155934,166414,169625,0,13000,0,13000,6100,0,1
8194,180000,4,4,4,25,-1,-1,-1,-1,-1,-1,2984,154,2111,1027,596,589,154,2115,1027,596,589,1115,0
8193,80000,1,4,4,43,0,0,0,0,0,0,78144,78940,80238,50644,50533,50758,3318,3463,1600,1770,50000,1753,0
8194,240000,1,1,4,40,-1,-1,-1,-1,-1,-1,1643,7060,650,4770,2515,37405,8000,5000,5000,0,40000,22669,0
8195,50000,1,4,4,35,0,0,0,0,0,0,48064,49399,49943,18568,18740,19036,2500,2000,1000,1000,1000,1000,0
8196,160000,4,4,4,50,-1,4,-1,0,-1,4,3139,1473,1863,390,930,390,0,1863,0,930,0,0,0
8197,90000,4,4,1,49,-4,-4,-4,-4,-4,-4,264,0,528,0,528,264,0,528,0,528,264,0,0
8198,310000,4,4,1,37,-4,-4,-4,-1,0,0,100648,-2000,3500,159028,162374,165588,716,6000,159028,5899,5921,6130,0
8199,60000,1,1,4,27,0,0,0,0,4,4,39068,40107,41137,43644,44498,45417,1970,2000,3500,1700,1800,0,0
8200,240000,1,1,4,29,0,0,0,0,0,-1,61888,12310,12073,9643,-8074,108493,5024,4014,113,6423,120000,15000,0
8201,50000,4,4,4,24,0,0,4,4,0,0,46393,50024,50895,48598,47668,45400,4700,2000,0,2200,2000,2000,0
8204,150000,4,1,1,34,-1,-1,-1,-1,-1,-1,9779,60911,19796,1725,1150,0,61168,19796,1725,1150,0,0,0
8203,130000,4,4,1,44,4,4,4,4,4,4,99801,102403,103828,104139,106519,109109,5100,4000,3500,4200,4500,3500,0
8204,20000,4,1,4,24,0,0,4,0,0,0,10003,13329,11613,10750,10606,7263,4211,0,237,244,163,24,0
8205,150000,1,1,1,40,0,0,0,0,-1,0,123548,94995,52874,64269,73351,68257,4221,3094,30454,100049,5098,30244,0
8206,240000,1,1,1,44,0,0,0,0,0,0,72339,91045,91027,51508,51127,0,20000,2213,1030,1023,6790,10893,0
8207,50000,1,3,1,45,0,0,0,0,0,0,29875,15028,5639,6389,7130,7857,1700,1250,1000,1000,1000,1000,0
